,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.653951118461163,0.19044704492000003,0.8099041270000001,0.8591242250000001,0.9849384603999999,0.9949009950400001,1.885448532,,,,,,1.2509018922000001,2.1524287064,,1.2183969894,0.3241924637,0.716689919665,1.6802538902,,,,0.56560462488,0.43258606371,,0.33221323005,6.96171613,23.61819359,2.21414522,0.58257046,5.50469464,0.93839101,15.95681785,1.4478079799999999,2.9749128000000002,0.28521584,0.352916155,0.40500195,0.14200258,4.05540858242201
1,0.3533976187737884,0.13621676593999998,0.7760093219000002,0.8467526775,1.2525122998,1.01478176432,1.779742128,,,,,,1.2411427104000001,2.3075406503999996,,1.0662939207,0.33214929452999997,0.716689919665,1.9877992612,,,,0.54484762432,0.42868425741,,0.33142729765,6.09505183,31.40178023,2.21414522,1.36782739,3.9767629600000003,3.57369922,13.35933628,0.80839608,2.9749128000000002,0.28521584,0.28393275,0.40500195,0.14200258,3.5866226478818213
2,0.4018046885962122,0.10816662164,0.9115885423000001,0.8539776612400001,1.1187253800999999,1.02285832684,1.8888584160000002,,,,,,1.2053590438000001,2.3152962475999996,,1.0432480012,0.342554381,0.716689919665,2.1811134944000004,,,,0.6142762124,0.434380894608,,0.3319185054,4.88172181,31.40178023,3.27029064,2.9383412499999997,3.9767629600000003,3.57369922,12.49350909,1.4478079799999999,3.6907705,0.74614271,0.28393275,0.40500195,0.14200258,3.8686428417414156
3,1.3950948142089068,0.09569989084,0.9454833474000001,0.8488310974800001,1.0889949535,0.97191385556,1.9042028940000002,,,,,,1.3387345284,2.7651208852,,1.144650047,0.34316644491,0.717570605062,2.2601965898,,,,0.49331300223999996,0.44468166324,,0.333097404,4.88172181,29.45588357,3.79836335,2.9383412499999997,3.9767629600000003,2.6952631499999997,12.49350909,2.08721988,3.6907705,0.28521584,0.28393275,0.40500195,0.14200258,4.161027451555355
4,1.0187706089821467,0.2509106893,0.9089812496,0.8586293631,1.0295341003,1.0377689038,1.8121360260000001,0.2267171176129,0.834349644448,0.013090872469,0.09375490562500001,0.5235392214519999,1.2346365892,1.6250480967999998,0.07161208572000001,1.0432480012,0.33765786972,0.717570605062,2.3480666958,0.963711503565,0.655714349695,0.49898277208999997,0.50762817504,0.44077985694,0.1176056858315,0.33329388709999996,5.57505325,33.34767689,4.32643606,0.58257046,3.9767629600000003,3.57369922,9.03020033,1.02153338,3.6907705,0.74614271,0.42189956,0.40500195,0.14200258,4.255913059822422
5,0.8394427960647387,0.16925360256,0.8750864445000001,0.854175606,0.8561066117999999,0.97191385556,1.9553511540000001,,,,,,1.13053865,1.710359666,,1.0017653461,0.33643374189999997,0.716689919665,2.6028900032,,,,0.62930714384,0.429542654796,,0.3321149885,5.05505467,35.293573550000005,3.27029064,1.36782739,4.48607352,2.6952631499999997,12.49350909,0.80839608,5.122485900000001,0.28521584,0.28393275,0.40500195,0.14200258,4.255296055199731
6,0.6024597614565257,0.12499670822,0.8516208102,0.84101227946,1.3912542906,1.01229666816,1.7831520120000002,0.22675935622440002,0.832076171048,0.013090872469,0.09375490562500001,0.523667600082,1.4916283766,3.0443223843999996,0.07165712515200001,1.4119827132,0.33337342235,0.716689919665,1.838420081,0.963711503565,0.655714349695,0.49898277208999997,0.4961760368,0.435239291994,0.120293154115,0.33299916245,5.57505325,26.53703858,4.85450877,2.15308432,4.99538408,0.93839101,12.49350909,1.87408258,2.9749128000000002,0.28521584,,,,4.193210729221141
7,0.3914905133518861,0.15678687176,0.8933374934,0.8417050861200001,0.717364621,1.03652635572,1.8922683,,,,,,1.0752366198,1.594025708,,0.9464551393,0.33704580581,0.716689919665,2.4798718548000003,,,,0.5942349704800001,0.434224822356,,0.33240971315,5.57505325,34.320625220000004,1.68607251,3.7235981799999998,2.4488312800000003,0.93839101,13.35933628,1.66094528,3.6907705,0.28521584,0.352916155,0.40500195,0.14200258,3.3855858355261743
8,0.3892684677804177,0.12125668898,0.9063739569000001,0.8454660365600001,1.1335905934,1.0377689038,1.9093177200000002,0.22660729722300002,0.832439926792,0.013090872469,0.09375490562500001,0.52361624863,1.2443957710000002,1.9740499708,0.07161208572000001,1.1216041275,0.33582167799,0.717864166861,2.233835558,0.963711503565,0.657327376658,0.49898277208999997,0.51979607192,0.43921913442,0.118129218614,0.33417806105,5.57505325,31.40178023,0.62992709,2.15308432,3.4674524,4.45213529,15.09099066,1.4478079799999999,2.9749128000000002,0.28521584,,,,3.696411722137981
9,0.5122216517066575,0.086474510048,0.9715562744000001,0.8487321251000001,0.9750283182,1.05578585096,1.98604011,0.22660729722300002,0.834622461256,0.013090872469,0.09375490562500001,0.523500707863,1.3322284072000001,1.7879156379999999,0.07157455286,1.0662939207,0.3303131028,0.717668458995,2.0053732824000003,0.963711503565,0.655714349695,0.49898277208999997,0.56918341808,0.44624238576,0.117500979275,0.33280267934999996,4.88172181,25.56409025,3.27029064,2.9383412499999997,2.4488312800000003,3.57369922,15.09099066,2.72663178,4.4066282,0.28521584,0.28393275,0.40500195,0.14200258,3.688623650390096
